step,instrument,label
2,Guitar,3
3,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
5,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
5,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
5,Guitar,3
6,Guitar,3
7,Guitar,3
8,Guitar,3
9,Guitar,3
10,Guitar,3
11,Guitar,3
12,Guitar,3
13,Guitar,3
14,Guitar,3
15,Guitar,3
16,Guitar,3
17,Guitar,3
18,Guitar,3
19,Guitar,3
20,Guitar,3
21,Guitar,3
22,Guitar,3
23,Guitar,3
24,Guitar,3
25,Guitar,3
26,Guitar,3
27,Guitar,3
28,Guitar,3
29,Guitar,3
30,Guitar,3
31,Guitar,3
32,Guitar,3
33,Guitar,3
34,Guitar,3
35,Guitar,3
36,Guitar,3
37,Guitar,3
38,Guitar,3
39,Guitar,3
40,Guitar,3
41,Guitar,3
42,Guitar,3
43,Guitar,3
44,Guitar,3
45,Guitar,3
46,Guitar,3
47,Guitar,3
48,Guitar,3
49,Guitar,3
50,Guitar,3
51,Guitar,3
52,Guitar,3
53,Guitar,3
54,Guitar,3
55,Guitar,3
56,Guitar,3
57,Guitar,3
58,Guitar,3
59,Guitar,3
60,Guitar,3
61,Guitar,3
62,Guitar,3
63,Guitar,3
64,Guitar,3
65,Guitar,3
66,Guitar,3
67,Guitar,3
68,Guitar,3
69,Guitar,3
70,Guitar,3
71,Guitar,3
72,Guitar,3
73,Guitar,3
74,Guitar,3
75,Guitar,3
76,Guitar,3
77,Guitar,3
78,Guitar,3
79,Guitar,3
80,Guitar,3
81,Guitar,3
82,Guitar,3
83,Guitar,3
84,Guitar,3
85,Guitar,3
86,Guitar,3
87,Guitar,3
88,Guitar,3
89,Guitar,3
90,Guitar,3
91,Guitar,3
92,Guitar,3
93,Guitar,3
94,Guitar,3
95,Guitar,3
96,Guitar,3
97,Guitar,3
98,Guitar,3
99,Guitar,3
100,Guitar,3
101,Guitar,3
102,Guitar,3
103,Guitar,3
104,Guitar,3
105,Guitar,3
106,Guitar,3
107,Guitar,3
108,Guitar,3
109,Guitar,3
110,Guitar,3
111,Guitar,3
112,Guitar,3
113,Guitar,3
114,Guitar,3
115,Guitar,3
116,Guitar,3
117,Guitar,3
118,Guitar,3
119,Guitar,3
120,Guitar,3
121,Guitar,3
122,Guitar,3
123,Guitar,3
124,Guitar,3
125,Guitar,3
126,Guitar,3
127,Guitar,3
128,Guitar,3
129,Guitar,3
130,Guitar,3
131,Guitar,3
132,Guitar,3
133,Guitar,3
134,Guitar,3
135,Guitar,3
136,Guitar,3
137,Guitar,3
138,Guitar,3
139,Guitar,3
140,Guitar,3
141,Guitar,3
142,Guitar,3
143,Guitar,3
144,Guitar,3
145,Guitar,3
146,Guitar,3
147,Guitar,3
148,Guitar,3
149,Guitar,3
150,Guitar,3
151,Guitar,3
152,Guitar,3
153,Guitar,3
154,Guitar,3
155,Guitar,3
156,Guitar,3
157,Guitar,3
158,Guitar,3
159,Guitar,3
160,Guitar,3
161,Guitar,3
162,Guitar,3
163,Guitar,3
164,Guitar,3
165,Guitar,3
166,Guitar,3
167,Guitar,3
168,Guitar,3
169,Guitar,3
170,Guitar,3
171,Guitar,3
172,Guitar,3
173,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
5,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
5,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
5,Guitar,3
6,Guitar,3
7,Guitar,3
8,Guitar,3
9,Guitar,3
10,Guitar,3
11,Guitar,3
12,Guitar,3
13,Guitar,3
14,Guitar,3
15,Guitar,3
16,Guitar,3
17,Guitar,3
18,Guitar,3
19,Guitar,3
20,Guitar,3
21,Guitar,3
22,Guitar,3
23,Guitar,3
24,Guitar,3
25,Guitar,3
26,Guitar,3
27,Guitar,3
28,Guitar,3
29,Guitar,3
30,Guitar,3
31,Guitar,3
32,Guitar,3
33,Guitar,3
34,Guitar,3
35,Guitar,3
36,Guitar,3
37,Guitar,3
38,Guitar,3
39,Guitar,3
40,Guitar,3
41,Guitar,3
42,Guitar,3
43,Guitar,3
44,Guitar,3
45,Guitar,3
46,Guitar,3
47,Guitar,3
48,Guitar,3
49,Guitar,3
50,Guitar,3
51,Guitar,3
52,Guitar,3
53,Guitar,3
54,Guitar,3
55,Guitar,3
56,Guitar,3
57,Guitar,3
58,Guitar,3
59,Guitar,3
60,Guitar,3
61,Guitar,3
62,Guitar,3
63,Guitar,3
64,Guitar,3
65,Guitar,3
66,Guitar,3
67,Guitar,3
68,Guitar,3
69,Guitar,3
70,Guitar,3
71,Guitar,3
72,Guitar,3
73,Guitar,3
74,Guitar,3
75,Guitar,3
76,Guitar,3
77,Guitar,3
78,Guitar,3
79,Guitar,3
80,Guitar,3
81,Guitar,3
82,Guitar,3
83,Guitar,3
84,Guitar,3
85,Guitar,3
86,Guitar,3
87,Guitar,3
88,Guitar,3
89,Guitar,3
90,Guitar,3
91,Guitar,3
92,Guitar,3
93,Guitar,3
94,Guitar,3
95,Guitar,3
96,Guitar,3
97,Guitar,3
98,Guitar,3
99,Guitar,3
100,Guitar,3
101,Guitar,3
102,Guitar,3
103,Guitar,3
104,Guitar,3
105,Guitar,3
106,Guitar,3
107,Guitar,3
108,Guitar,3
109,Guitar,3
110,Guitar,3
111,Guitar,3
112,Guitar,3
113,Guitar,3
114,Guitar,3
115,Guitar,3
116,Guitar,3
117,Guitar,3
118,Guitar,3
119,Guitar,3
120,Guitar,3
121,Guitar,3
122,Guitar,3
123,Guitar,3
124,Guitar,3
125,Guitar,3
126,Guitar,3
127,Guitar,3
128,Guitar,3
129,Guitar,3
130,Guitar,3
131,Guitar,3
132,Guitar,3
133,Guitar,3
134,Guitar,3
135,Guitar,3
136,Guitar,3
137,Guitar,3
138,Guitar,3
139,Guitar,3
140,Guitar,3
141,Guitar,3
142,Guitar,3
143,Guitar,3
144,Guitar,3
145,Guitar,3
146,Guitar,3
147,Guitar,3
148,Guitar,3
149,Guitar,3
150,Guitar,3
151,Guitar,3
152,Guitar,3
153,Guitar,3
154,Guitar,3
155,Guitar,3
156,Guitar,3
157,Guitar,3
158,Guitar,3
159,Guitar,3
160,Guitar,3
161,Guitar,3
162,Guitar,3
163,Guitar,3
164,Guitar,3
165,Guitar,3
166,Guitar,3
167,Guitar,3
168,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
5,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
5,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
5,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
5,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
5,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
5,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
5,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
5,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
5,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
5,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
5,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
5,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
5,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
5,Guitar,3
6,Guitar,3
7,Guitar,3
8,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
4,Guitar,3
0,Guitar,3
1,Guitar,3
2,Guitar,3
3,Guitar,3
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
0,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
0,Guitar,4
1,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
6,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
6,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
6,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
6,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
6,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
6,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
5,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
0,Guitar,4
1,Guitar,4
2,Guitar,4
3,Guitar,4
4,Guitar,4
